"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Female"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	4.273	0.070	4.137	4.412	4015	133257870
"Female"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	536	0
"Female"	"5yrs_2011_2015"	"Esophagus"	"AllRaceEth"	1.784	0.014	1.758	1.811	17853	802919699
"Female"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic White"	1.832	0.016	1.801	1.864	13920	509522873
"Female"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic Black"	2.284	0.048	2.191	2.379	2397	106625700
"Female"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	1.772	0.179	1.438	2.158	107	6724089
"Female"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	0.965	0.048	0.873	1.064	421	46789167
"Female"	"5yrs_2011_2015"	"Esophagus"	"Hispanic (All Races)"	1.111	0.037	1.039	1.186	931	133257870
"Female"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	77	0
"Female"	"5yrs_2011_2015"	"Stomach"	"AllRaceEth"	4.665	0.022	4.621	4.709	45057	802919699
"Female"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic White"	3.526	0.023	3.481	3.570	25959	509522873
"Female"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic Black"	7.779	0.090	7.604	7.957	7785	106625700
"Female"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	5.990	0.334	5.354	6.678	348	6724089
"Female"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	8.202	0.139	7.931	8.480	3597	46789167
"Female"	"5yrs_2011_2015"	"Stomach"	"Hispanic (All Races)"	7.853	0.096	7.665	8.043	7113	133257870
"Female"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	255	0
"Female"	"5yrs_2011_2015"	"Colon and Rectum"	"AllRaceEth"	34.598	0.061	34.479	34.717	336558	802919699
"Female"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic White"	34.423	0.071	34.283	34.563	250737	509522873
"Female"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic Black"	41.124	0.204	40.726	41.525	42514	106625700
"Female"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	37.205	0.822	35.612	38.849	2223	6724089
"Female"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	27.081	0.250	26.594	27.575	12214	46789167
"Female"	"5yrs_2011_2015"	"Colon and Rectum"	"Hispanic (All Races)"	29.581	0.187	29.216	29.949	26714	133257870
"Female"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	2156	0
"Female"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	4.383	0.021	4.341	4.425	43524	802919699
"Female"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	3.597	0.023	3.552	3.642	26674	509522873
"Female"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	5.390	0.072	5.250	5.533	5879	106625700
"Female"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	8.749	0.394	7.994	9.555	542	6724089
"Female"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	7.729	0.136	7.465	8.001	3365	46789167
"Female"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	7.980	0.099	7.787	8.176	6897	133257870
"Female"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	167	0
"Female"	"5yrs_2011_2015"	"Pancreas"	"AllRaceEth"	11.249	0.034	11.182	11.316	112291	802919699
"Female"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic White"	10.982	0.039	10.905	11.058	83787	509522873
"Female"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic Black"	14.934	0.124	14.691	15.179	15072	106625700
"Female"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	10.039	0.433	9.209	10.922	587	6724089
"Female"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	8.805	0.147	8.520	9.097	3750	46789167
"Female"	"5yrs_2011_2015"	"Pancreas"	"Hispanic (All Races)"	10.466	0.115	10.242	10.693	8772	133257870
"Female"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	323	0
"Female"	"5yrs_2011_2015"	"Larynx"	"AllRaceEth"	1.315	0.012	1.292	1.338	12967	802919699
"Female"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic White"	1.433	0.014	1.405	1.462	10338	509522873
"Female"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic Black"	1.641	0.039	1.565	1.721	1808	106625700
"Female"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	1.248	0.142	0.986	1.560	84	6724089
"Female"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.279	0.025	0.232	0.334	126	46789167
"Female"	"5yrs_2011_2015"	"Larynx"	"Hispanic (All Races)"	0.613	0.027	0.562	0.667	565	133257870
"Female"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	46	0
"Female"	"5yrs_2011_2015"	"Lung and Bronchus"	"AllRaceEth"	52.747	0.074	52.601	52.892	520251	802919699
"Female"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic White"	57.657	0.090	57.481	57.832	431160	509522873
"Female"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic Black"	49.757	0.225	49.317	50.200	51125	106625700
"Female"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	51.787	0.976	49.890	53.734	3060	6724089
"Female"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	28.764	0.262	28.252	29.282	12531	46789167
"Female"	"5yrs_2011_2015"	"Lung and Bronchus"	"Hispanic (All Races)"	25.439	0.179	25.089	25.792	21265	133257870
"Female"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	1110	0
"Female"	"5yrs_2011_2015"	"Melanoma of the Skin"	"AllRaceEth"	17.068	0.044	16.981	17.156	154960	802919699
"Female"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic White"	22.654	0.063	22.531	22.779	142471	509522873
"Female"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.973	0.032	0.912	1.037	980	106625700
"Female"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	6.983	0.349	6.316	7.701	429	6724089
"Female"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.284	0.054	1.181	1.393	597	46789167
"Female"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.495	0.069	4.360	4.632	4538	133257870
"Female"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	5945	0
"Female"	"5yrs_2011_2015"	"Breast"	"AllRaceEth"	126.132	0.119	125.900	126.365	1184886	802919699
"Female"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic White"	131.322	0.145	131.038	131.606	896544	509522873
"Female"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic Black"	128.050	0.356	127.354	128.749	134778	106625700
"Female"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	104.318	1.331	101.724	106.960	6591	6724089
"Female"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	95.761	0.453	94.874	96.653	45983	46789167
"Female"	"5yrs_2011_2015"	"Breast"	"Hispanic (All Races)"	95.838	0.321	95.211	96.469	94383	133257870
"Female"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	6607	0
"Female"	"5yrs_2011_2015"	"Cervix Uteri"	"AllRaceEth"	7.624	0.031	7.563	7.685	63299	802919699
"Female"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic White"	7.120	0.038	7.046	7.195	38702	509522873
"Female"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic Black"	9.296	0.096	9.108	9.487	9620	106625700
"Female"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	9.722	0.405	8.944	10.548	605	6724089
"Female"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	6.240	0.115	6.017	6.469	3025	46789167
"Female"	"5yrs_2011_2015"	"Cervix Uteri"	"Hispanic (All Races)"	9.801	0.097	9.612	9.992	10794	133257870
"Female"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	553	0
"Female"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"AllRaceEth"	26.415	0.053	26.311	26.519	259481	802919699
"Female"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	27.044	0.063	26.919	27.168	194918	509522873
"Female"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	26.437	0.160	26.124	26.752	28586	106625700
"Female"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	23.380	0.615	22.190	24.617	1547	6724089
"Female"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	19.144	0.200	18.753	19.541	9410	46789167
"Female"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	23.298	0.157	22.992	23.607	23320	133257870
"Female"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	1700	0
"Female"	"5yrs_2011_2015"	"Ovary"	"AllRaceEth"	11.538	0.036	11.468	11.608	109091	802919699
"Female"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic White"	12.011	0.044	11.926	12.097	82914	509522873
"Female"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic Black"	9.491	0.097	9.301	9.684	9922	106625700
"Female"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	11.301	0.438	10.458	12.193	714	6724089
"Female"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	9.656	0.144	9.375	9.943	4613	46789167
"Female"	"5yrs_2011_2015"	"Ovary"	"Hispanic (All Races)"	10.475	0.106	10.267	10.685	10409	133257870
"Female"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	519	0
"Female"	"5yrs_2011_2015"	"Prostate"	"AllRaceEth"	 	 	 	 	 	802919699
"Female"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic White"	 	 	 	 	 	509522873
"Female"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic Black"	 	 	 	 	 	106625700
"Female"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6724089
"Female"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	46789167
"Female"	"5yrs_2011_2015"	"Prostate"	"Hispanic (All Races)"	 	 	 	 	 	133257870
"Female"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"5yrs_2011_2015"	"Testis"	"AllRaceEth"	 	 	 	 	 	802919699
"Female"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic White"	 	 	 	 	 	509522873
"Female"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic Black"	 	 	 	 	 	106625700
"Female"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6724089
"Female"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	46789167
"Female"	"5yrs_2011_2015"	"Testis"	"Hispanic (All Races)"	 	 	 	 	 	133257870
"Female"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"5yrs_2011_2015"	"Urinary Bladder"	"AllRaceEth"	8.882	0.030	8.823	8.942	88612	802919699
"Female"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic White"	9.826	0.037	9.754	9.898	74835	509522873
"Female"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic Black"	6.688	0.084	6.524	6.855	6588	106625700
"Female"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	5.805	0.331	5.175	6.489	335	6724089
"Female"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	3.796	0.097	3.609	3.990	1599	46789167
"Female"	"5yrs_2011_2015"	"Urinary Bladder"	"Hispanic (All Races)"	5.145	0.081	4.987	5.306	4248	133257870
"Female"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	1007	0
"Female"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"AllRaceEth"	11.564	0.036	11.494	11.634	110051	802919699
"Female"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	11.543	0.043	11.460	11.627	80307	509522873
"Female"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	13.269	0.115	13.044	13.496	13880	106625700
"Female"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	16.281	0.525	15.269	17.343	1037	6724089
"Female"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	5.214	0.109	5.002	5.433	2362	46789167
"Female"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	12.507	0.118	12.276	12.740	11995	133257870
"Female"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	470	0
"Female"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"AllRaceEth"	5.643	0.026	5.593	5.694	50251	802919699
"Female"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic White"	6.387	0.034	6.320	6.454	39257	509522873
"Female"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic Black"	3.632	0.060	3.516	3.751	3802	106625700
"Female"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	3.993	0.257	3.505	4.529	257	6724089
"Female"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.362	0.087	3.193	3.537	1539	46789167
"Female"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Hispanic (All Races)"	4.566	0.068	4.434	4.700	5106	133257870
"Female"	"5yrs_2011_2015"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	290	0
"Female"	"5yrs_2011_2015"	"Thyroid"	"AllRaceEth"	21.650	0.052	21.548	21.752	181195	802919699
"Female"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic White"	23.184	0.068	23.050	23.317	127508	509522873
"Female"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic Black"	14.232	0.118	14.001	14.466	15012	106625700
"Female"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	17.693	0.536	16.659	18.775	1144	6724089
"Female"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	22.957	0.218	22.532	23.388	11348	46789167
"Female"	"5yrs_2011_2015"	"Thyroid"	"Hispanic (All Races)"	21.184	0.140	20.911	21.460	24216	133257870
"Female"	"5yrs_2011_2015"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	1967	0
"Female"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"AllRaceEth"	2.372	0.017	2.338	2.406	19335	802919699
"Female"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.602	0.023	2.557	2.649	13421	509522873
"Female"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.403	0.048	2.309	2.499	2566	106625700
"Female"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.454	0.155	1.166	1.791	94	6724089
"Female"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.051	0.047	0.960	1.148	509	46789167
"Female"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.104	0.044	2.019	2.192	2532	133257870
"Female"	"5yrs_2011_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	213	0
"Female"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	16.315	0.042	16.232	16.397	156636	802919699
"Female"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	16.950	0.050	16.851	17.049	121696	509522873
"Female"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	12.479	0.112	12.260	12.700	12938	106625700
"Female"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	13.705	0.501	12.740	14.721	811	6724089
"Female"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	11.109	0.160	10.797	11.428	5001	46789167
"Female"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	15.802	0.136	15.537	16.070	14509	133257870
"Female"	"5yrs_2011_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	1681	0
"Female"	"5yrs_2011_2015"	"Myeloma"	"AllRaceEth"	5.649	0.024	5.602	5.697	55463	802919699
"Female"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic White"	4.771	0.026	4.720	4.822	35743	509522873
"Female"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic Black"	12.359	0.113	12.139	12.582	12569	106625700
"Female"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	5.492	0.317	4.889	6.147	326	6724089
"Female"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.080	0.085	2.916	3.251	1373	46789167
"Female"	"5yrs_2011_2015"	"Myeloma"	"Hispanic (All Races)"	5.802	0.084	5.638	5.969	5034	133257870
"Female"	"5yrs_2011_2015"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	418	0
"Female"	"5yrs_2011_2015"	"Leukemias"	"AllRaceEth"	11.528	0.036	11.458	11.598	108021	802919699
"Female"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic White"	12.059	0.044	11.972	12.145	83032	509522873
"Female"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic Black"	9.462	0.098	9.272	9.656	9698	106625700
"Female"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	9.585	0.408	8.802	10.418	593	6724089
"Female"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	6.568	0.123	6.328	6.814	2937	46789167
"Female"	"5yrs_2011_2015"	"Leukemias"	"Hispanic (All Races)"	9.880	0.103	9.680	10.084	10406	133257870
"Female"	"5yrs_2011_2015"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	1355	0
"Female"	"5yrs_2011_2015"	"Mesothelioma"	"AllRaceEth"	0.420	0.007	0.407	0.434	4075	802919699
"Female"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic White"	0.467	0.008	0.451	0.484	3434	509522873
"Female"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic Black"	0.226	0.015	0.197	0.258	225	106625700
"Female"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.290	0.073	0.165	0.471	17	6724089
"Female"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.164	0.020	0.127	0.208	71	46789167
"Female"	"5yrs_2011_2015"	"Mesothelioma"	"Hispanic (All Races)"	0.354	0.021	0.315	0.397	318	133257870
"Female"	"5yrs_2011_2015"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"AllRaceEth"	0.072	0.003	0.066	0.077	671	802919699
"Female"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.042	0.002	0.038	0.047	333	509522873
"Female"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.169	0.013	0.144	0.198	167	106625700
"Female"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6724089
"Female"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	46789167
"Female"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.152	0.014	0.125	0.182	120	133257870
"Female"	"5yrs_2011_2015"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	33	0
"Female"	"10yrs_2006_2015"	"All Sites"	"AllRaceEth"	426.372	0.155	426.067	426.677	7768091	1575636454
"Female"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic White"	444.493	0.187	444.127	444.860	6025244	1017399054
"Female"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic Black"	413.999	0.468	413.082	414.917	809226	207723535
"Female"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	378.721	1.895	375.017	382.452	43310	13152188
"Female"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	297.721	0.610	296.527	298.920	247499	86892238
"Female"	"10yrs_2006_2015"	"All Sites"	"Hispanic (All Races)"	340.434	0.461	339.531	341.338	588642	250469439
"Female"	"10yrs_2006_2015"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	54170	0
"Female"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"AllRaceEth"	6.402	0.019	6.365	6.439	118003	1575636454
"Female"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	6.822	0.023	6.777	6.867	94089	1017399054
"Female"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	5.310	0.052	5.208	5.413	10704	207723535
"Female"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	5.585	0.228	5.147	6.048	655	13152188
"Female"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	5.196	0.080	5.040	5.356	4345	86892238
"Female"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	4.319	0.053	4.217	4.423	7305	250469439
"Female"	"10yrs_2006_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	905	0
"Female"	"10yrs_2006_2015"	"Esophagus"	"AllRaceEth"	1.841	0.010	1.822	1.861	35035	1575636454
"Female"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic White"	1.861	0.011	1.839	1.884	27355	1017399054
"Female"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic Black"	2.462	0.036	2.391	2.534	4816	207723535
"Female"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	1.926	0.140	1.662	2.218	208	13152188
"Female"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	1.055	0.038	0.982	1.132	801	86892238
"Female"	"10yrs_2006_2015"	"Esophagus"	"Hispanic (All Races)"	1.153	0.029	1.098	1.210	1725	250469439
"Female"	"10yrs_2006_2015"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	130	0
"Female"	"10yrs_2006_2015"	"Stomach"	"AllRaceEth"	4.667	0.016	4.636	4.699	86697	1575636454
"Female"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic White"	3.538	0.016	3.506	3.570	50952	1017399054
"Female"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic Black"	8.008	0.066	7.878	8.139	14972	207723535
"Female"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	6.071	0.248	5.595	6.575	651	13152188
"Female"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	8.617	0.108	8.407	8.830	6676	86892238
"Female"	"10yrs_2006_2015"	"Stomach"	"Hispanic (All Races)"	8.032	0.073	7.890	8.176	12961	250469439
"Female"	"10yrs_2006_2015"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	485	0
"Female"	"10yrs_2006_2015"	"Colon and Rectum"	"AllRaceEth"	36.934	0.045	36.846	37.023	691368	1575636454
"Female"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic White"	36.622	0.052	36.520	36.724	524490	1017399054
"Female"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic Black"	44.414	0.154	44.112	44.717	85692	207723535
"Female"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	38.131	0.615	36.935	39.354	4188	13152188
"Female"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	29.137	0.195	28.756	29.522	23253	86892238
"Female"	"10yrs_2006_2015"	"Colon and Rectum"	"Hispanic (All Races)"	31.164	0.144	30.882	31.448	49802	250469439
"Female"	"10yrs_2006_2015"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	3943	0
"Female"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	4.036	0.015	4.007	4.065	76068	1575636454
"Female"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	3.289	0.016	3.259	3.320	47125	1017399054
"Female"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	4.988	0.051	4.889	5.088	10050	207723535
"Female"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	7.912	0.278	7.377	8.476	890	13152188
"Female"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	8.004	0.104	7.801	8.211	6140	86892238
"Female"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	7.506	0.072	7.365	7.648	11555	250469439
"Female"	"10yrs_2006_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	308	0
